10.0 226.86 .001 .001
12.2 33.63 .001 .001
12.5 18.88 .001 .001
13.0 13.35 .001 .001
13.5 9.51 .001 .001
14.0 7.21 .001 .001
14.5 4.93 .001 .001
15.0 4.20 .001 .001
15.5 2.59 .001 .001

